지역,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08
전국,55.40806057,55.09231793,54.95952045,55.14449533,55.36429938,55.5991799,55.66468515,55.60949869,55.52650906,55.35347398,55.25860953,55.19609263,54.98140529,54.75208044,54.61745537,54.9055718,55.22325594,55.64630614,56.06871481,56.74151992,57.33340019,57.6006478,57.7467544,57.76120578,57.79720416,57.92739352,58.17172772,58.50847082,58.98825783,59.5877218,60.29404052,60.63165299,60.76744067,60.9074086,61.23172653,62.19055175,64.54008847,65.99012962,66.89154006,67.20961289,67.38186341,67.53039994,67.55407141,67.65704235,67.83057764,68.00954412,68.22970451,68.51371254,68.79191449,68.98613152,69.27488176,69.54181311,70.14774225,71.12782544,71.76858267,72.51838051,72.99677995,73.27393197,73.59022084,73.53553496,73.11388004,72.44040601,71.94718496,71.72582209,71.55949766,71.59567187,71.70877032,71.84874892,72.09349457,72.32267033,72.89091665,73.17504652,73.40074683,73.51845277,73.61763941,73.87879023,74.07153103,74.20505111,74.21454412,74.16599782,74.03242158,73.96029923,74.04090857,74.20468364,74.54006939,74.91280409,75.32861182,76.04794429,76.92059878,78.04423853,78.24921319,78.73801159,79.15466588,79.65131444,80.15325491,80.51502325,80.9173429,81.05015786,81.27952449,81.28771301,81.30539751,81.25063689,81.1369668,80.88409501,80.56783792,80.22323224,79.94944976,79.73071692,79.55036417,79.32732949,79.07044618,78.89228091,78.81027562,78.95577607,79.15517334,79.21533101,79.17120678,79.06555083,79.14466184,79.49230292,79.72764633,79.92577268,80.22135414,80.47263625,80.76172911,80.85870438,80.892259,80.92683298,80.98908787,81.10841755,81.40712852,81.69931783,81.91691301,82.0899651,82.25777518,82.50127271,82.85404955,83.38830184,83.78485433,84.2265146,84.5247338,84.82474326,85.19832111,85.5781496,85.92745825,86.10465362,86.12505995,86.11368038,86.0838502,86.08199957,86.10064322,86.13608619,86.17681548,86.24334637,86.32756122,86.53101703,86.71912857,86.76142734,86.76857975,86.75989298,86.78978222,86.84293406,86.93477239,87.12471109,87.25682026,87.4634002,87.50771984,87.56936013,87.62703756,87.70050521,87.82752036,88.00661494,88.09337891,88.07126606,87.94036865,87.80525613,87.67974811,87.58894924,87.85559559,87.96912286,87.94328226,87.78061941,87.52636792,87.30385178,87.03169115,86.67669752,86.39502221,86.16017046,85.97246293,85.84880323,85.80471544,85.89849108,86.09243032,86.53006128,86.85257292,87.24529372,87.93788969,88.27346007,88.41502331,88.92351604,89.7117873,90.29108638,90.80467149,91.16440172,91.85046297,93.08020621,94.14515551,95.38254237,96.39889809,97.3765344,98.3276138,100,101.2069014,102.5671847,103.787444,105.0166288,105.8566414,106.2037272,106.2840368,106.2620403,106.2032388,106.1984619,106.144778,106.0342083,105.8248242,105.2855766
수도권,52.39112055,52.08193731,51.90464649,52.07031922,52.25184623,52.46848994,52.46413123,52.31246971,52.14773445,51.84861427,51.62064522,51.41814669,51.11582673,50.83432518,50.62784462,50.99912527,51.31983172,51.73760388,52.2006737,53.13627766,53.96237595,54.20346664,54.2816552,54.19396835,54.20963292,54.33457617,54.6161688,55.05595237,55.69746535,56.59632074,57.68388484,58.22924759,58.48112087,58.73448772,59.27359805,60.84264704,64.93480613,67.50669672,69.10340249,69.66404597,69.97127517,70.2262572,70.29049463,70.48604867,70.84014848,71.19814016,71.60308873,72.06921889,72.51487354,72.81049783,73.28045857,73.73172847,74.76359232,76.3599115,77.44527536,78.61561579,79.33279456,79.66362273,79.98908391,79.72769991,78.88630057,77.73639443,76.96488333,76.64053367,76.33056678,76.35590586,76.49356957,76.69617196,77.07939655,77.36201647,78.04163919,78.26843211,78.27289579,78.20368606,78.18836651,78.26391148,78.22680849,78.06440553,77.63505793,77.21811774,76.70079848,76.30915671,76.11888198,75.98434392,75.89479755,75.92674995,76.02869801,76.27298933,76.49736349,76.59025077,76.59890353,76.54810355,76.46417795,76.42698153,76.40369265,76.36196476,76.26035614,76.14265489,75.92706908,75.80692088,75.57567557,75.29976906,74.97524625,74.53877894,74.06271448,73.49115438,72.99803765,72.55370751,72.17560629,71.74685297,71.27676524,70.96415095,70.77930904,70.81839759,70.96527579,70.92890171,70.70001617,70.47393583,70.52678949,70.89052246,71.04881239,71.14322256,71.35919193,71.61429771,71.95195933,71.9679422,71.9245156,71.89585153,71.89628908,72.00213215,72.35669187,72.6510703,72.82401807,72.92379681,73.06066309,73.32510574,73.70677887,74.29456713,74.75334511,75.24525966,75.61034553,75.9603167,76.37625589,76.82343151,77.21198731,77.43548572,77.47141235,77.4731544,77.46901658,77.50607274,77.59161484,77.74952699,77.90103973,78.07639229,78.23875678,78.54164378,78.81129549,78.88023734,78.88861633,78.90012509,78.96557101,79.0949191,79.28491956,79.6444108,79.90636518,80.28694404,80.39380144,80.55514141,80.75874486,80.99189517,81.38160163,81.86752067,82.16925546,82.32737887,82.38177076,82.41487371,82.45721631,82.64515364,83.38841387,83.78365119,83.91773419,83.87138834,83.65922264,83.45450757,83.20284793,82.86878269,82.62566979,82.46894444,82.41055788,82.41566281,82.52876741,82.79036457,83.15936163,83.85566533,84.30929129,84.9056096,86.07078532,86.700209,86.98122553,87.57718521,88.595545,89.21974506,89.71515525,90.0222402,90.61883505,91.46890716,92.49280697,94.07589577,95.39186221,96.65603444,97.82512853,100,101.6425104,103.4583334,105.0850522,106.5910097,107.5349928,107.9075035,107.9266223,107.8395105,107.7087383,107.661975,107.5590672,107.4007281,107.1031458,106.3977053
지방권,58.16111974,57.84391848,57.77383694,57.98017034,58.24559409,58.4993388,58.65571162,58.72970014,58.75742718,58.75704414,58.84315131,58.97124155,58.88083058,58.7283312,58.69535276,58.86255685,59.16821147,59.58795687,59.94472253,60.2471715,60.51348476,60.80939547,61.04233676,61.19243952,61.25474574,61.38893873,61.57798215,61.77017045,62.02573365,62.22095676,62.42149407,62.48790407,62.47419201,62.46864741,62.518016,62.70751052,62.95826913,63.12073218,63.24565486,63.29637635,63.32072925,63.35277473,63.33277797,63.33532559,63.31427864,63.301143,63.32328244,63.41169308,63.51047626,63.59585315,63.69197793,63.76438426,63.92432999,64.26448436,64.45040258,64.77034329,65.00488059,65.22302588,65.52237458,65.66966501,65.66902504,65.48288965,65.27894804,65.16594286,65.1479343,65.19422806,65.28002327,65.35376829,65.45381052,65.62418145,66.06792799,66.40297625,66.84608177,67.15029211,67.36367207,67.80865109,68.23337708,68.67038185,69.13858979,69.48061986,69.75975741,70.03389173,70.40788595,70.89609641,71.69679722,72.44517065,73.20909369,74.46000766,76.07211628,78.40472405,78.84411138,79.98515911,81.0163018,82.17655365,83.34045413,84.21755589,85.27232056,85.73425992,86.47112079,86.62606603,86.92979904,87.13162244,87.26485795,87.23029163,87.10647049,87.0355012,87.02726577,87.0826703,87.1440662,87.17562538,87.18494027,87.17596373,87.22284931,87.49568224,87.75632771,87.93531042,88.12273346,88.17032312,88.28073824,88.60075117,88.92785435,89.25221714,89.64170752,89.88267328,90.10436062,90.3011905,90.43110717,90.54482508,90.68033704,90.81405867,91.03564433,91.31868489,91.58779768,91.84948769,92.05248274,92.26488289,92.57454728,93.03167441,93.34342022,93.71455397,93.92865202,94.16490969,94.48293505,94.77775005,95.07596589,95.19617428,95.19801642,95.17132229,95.11161627,95.06399548,95.00376726,94.89516824,94.80589896,94.74480037,94.73817762,94.82540128,94.9182845,94.9297127,94.93539427,94.90371768,94.8927263,94.85851315,94.83786039,94.83396869,94.81839788,94.82770374,94.80159339,94.75126462,94.64582307,94.54172621,94.3781749,94.22018092,94.072548,93.85533511,93.52520869,93.20998564,92.90536633,92.51813784,92.28098786,92.09963339,91.90750343,91.62461026,91.32762497,91.08726212,90.79458034,90.41878721,90.09808244,89.7835964,89.46397616,89.2092246,89.00544883,88.92919516,88.94640498,89.12416948,89.31549797,89.50548507,89.73157098,89.77975279,89.78562377,90.20914004,90.77487211,91.31083024,91.84185045,92.25226342,93.02455351,94.62214829,95.72675525,96.62850229,97.35609991,98.05933945,98.80274709,100,100.8027092,101.7437787,102.5928397,103.5706558,104.3164433,104.6404759,104.7760865,104.8130278,104.8194545,104.8527636,104.8437746,104.7766246,104.6475004,104.2598302
6대광역시,53.18078949,52.74605594,52.64811528,52.77076264,52.94182214,53.13684994,53.27032417,53.31212729,53.30383882,53.20527886,53.18705838,53.24495252,53.07844358,52.85818838,52.74253781,52.82615902,53.0786082,53.41869836,53.70115877,53.91895189,54.09148432,54.32080824,54.45775564,54.46423617,54.45142794,54.54739262,54.69168656,54.80098504,54.95232394,55.09291411,55.2295605,55.27634688,55.23378055,55.24425369,55.29756848,55.60729369,56.26675348,56.79955825,57.19139705,57.30053576,57.35807291,57.42185482,57.49525349,57.58522598,57.67796818,57.77623982,57.89065153,58.13294232,58.37501051,58.5401547,58.74883775,58.89301651,59.21499676,59.7538299,60.13999004,60.63915782,61.10865387,61.38646209,61.75915156,61.89326129,61.85003406,61.61014531,61.36414548,61.17549026,61.08089313,61.03677494,61.12402584,61.19565118,61.31431289,61.46477134,61.95051711,62.25516619,62.6462492,62.8979837,63.08903253,63.45623726,63.80837047,64.16253227,64.48429846,64.64881168,64.7289298,64.87955854,65.12261513,65.50644932,66.05507897,66.63214213,67.21473206,68.23185619,69.4252561,71.13704188,71.45421826,72.31743039,73.08001296,73.85242978,74.64146199,75.1641848,75.84708451,76.07998472,76.49789385,76.50182519,76.61072881,76.64301825,76.63826051,76.48106335,76.23438999,75.95768417,75.8196266,75.73250293,75.71902012,75.66578444,75.57100567,75.45873434,75.41456278,75.66937398,75.87770095,76.04958198,76.19334758,76.21913361,76.30870878,76.64521112,76.96533948,77.25720568,77.59064771,77.83596831,78.09549912,78.27790761,78.39565821,78.49027028,78.62722676,78.776582,79.01672777,79.25753728,79.51142187,79.7457647,79.92940257,80.15629793,80.5139296,81.1118156,81.54380544,82.06395708,82.38456947,82.66888683,83.03460782,83.4244445,83.81919474,83.98134133,83.9863901,83.97010725,83.95089755,83.96431091,83.9768818,83.97346507,83.99919977,84.06574669,84.15546335,84.37598884,84.61244847,84.72899272,84.78456606,84.78914908,84.8190216,84.87659079,84.9335885,85.01515126,85.10724655,85.31602337,85.45496708,85.54647891,85.60734214,85.59229701,85.58086148,85.57223373,85.56106598,85.51702955,85.40933816,85.276569,85.131079,84.9315213,84.8944035,84.98558014,85.02414036,85.01589311,84.90412796,84.79259555,84.64808845,84.45186855,84.29969878,84.16793011,84.03816954,83.96760759,84.01600727,84.14762392,84.39739011,84.83847237,85.19094241,85.53014661,86.17305309,86.5141812,86.69691614,87.24993545,87.73508319,88.14736129,88.7520625,89.27924274,90.31204944,92.16974597,93.52235821,94.83833377,95.99501107,97.07296622,98.19269065,100,101.0944837,102.2571713,103.2788433,104.377809,105.1137533,105.3886411,105.4073279,105.3187737,105.157216,105.0451965,104.8426748,104.6118846,104.3177314,103.6368436
5대광역시,53.0239177,52.57136836,52.48129747,52.61229074,52.8106828,53.02454025,53.19516314,53.26201399,53.23056634,53.17399447,53.21416263,53.34220218,53.22681348,53.05214423,52.97510177,53.0810219,53.3433255,53.71795817,54.03846926,54.30413661,54.51933429,54.7972313,54.98789923,55.01118329,55.02226355,55.14852143,55.32475649,55.44863225,55.60953462,55.71932478,55.83601097,55.84289264,55.76278657,55.73590408,55.75109516,55.92409514,56.18829014,56.33874966,56.44355052,56.45480368,56.47167023,56.44261206,56.3952275,56.38358732,56.32691281,56.29377863,56.28621834,56.36221295,56.43484564,56.46442557,56.52158626,56.54379811,56.6906725,56.89334484,57.04389614,57.17996891,57.32179314,57.43608807,57.61658322,57.69129784,57.66194845,57.50193097,57.2861866,57.14892976,57.10249246,57.09535689,57.1985023,57.27910795,57.41863368,57.58192324,58.0682667,58.38179584,58.82628962,59.13993494,59.36630701,59.80936384,60.22391887,60.68013196,61.12060639,61.38575238,61.58038639,61.8259171,62.16640567,62.64806183,63.34303807,64.05190383,64.76530942,65.99826847,67.43856145,69.53077588,69.93087282,71.02946532,72.0307442,73.02306004,74.06490034,74.79293398,75.71958923,76.04575594,76.60593686,76.66200706,76.84186217,76.92598794,77.0083355,76.91480605,76.72940594,76.51289642,76.44613501,76.46271327,76.55183534,76.61466055,76.65617772,76.62702207,76.6468084,76.93239246,77.18105319,77.40146019,77.6045551,77.66768182,77.75909952,78.0417075,78.36036949,78.68328866,79.04452154,79.28678306,79.48922322,79.67494864,79.79902943,79.91196425,80.0665067,80.21984771,80.45099331,80.69969063,80.96541868,81.23384673,81.43796536,81.67650663,82.03481421,82.63945805,83.07237819,83.59527401,83.91991768,84.21526122,84.60005751,85.01910195,85.44559144,85.59722161,85.59445219,85.57579708,85.54197267,85.54239651,85.54366418,85.5059991,85.50463088,85.53989541,85.62757194,85.86671346,86.12319017,86.2546352,86.32887468,86.35372992,86.3860743,86.44431348,86.50012482,86.570122,86.65962901,86.83500789,86.94298357,87.01318205,87.04510183,87.02893152,87.0166273,86.98758188,86.96511783,86.91530038,86.79264835,86.6291271,86.4774291,86.29419574,86.26593867,86.36589051,86.37529456,86.31943254,86.18939285,86.07224451,85.90621031,85.66994377,85.49488425,85.33228316,85.18106049,85.14262915,85.1668915,85.31562132,85.57459905,86.03165958,86.43629446,86.75042083,87.01611538,87.10530352,87.14164857,87.58822132,88.054868,88.53060569,89.24260783,89.8567358,91.05196437,93.25444453,94.71775301,95.95874538,96.9117272,97.70609746,98.56470411,100,100.8497765,101.7910465,102.5779003,103.4421512,104.0381166,104.2384684,104.2396696,104.1422725,103.9719651,103.8451696,103.6544084,103.4359065,103.1700907,102.580152
9개도,57.9558522,57.7728298,57.62655766,57.79484618,58.02258985,58.23160463,58.22794775,58.12559876,58.02280111,57.86364322,57.74317555,57.65954827,57.42305967,57.18074064,57.03237292,57.35243383,57.74752959,58.15145363,58.64351595,59.49465835,60.21985157,60.49963416,60.66656585,60.72933186,60.74281837,60.83293506,61.05340264,61.45614117,61.96592106,62.61061434,63.54429118,64.06588577,64.31437645,64.53316849,65.00551878,66.29399141,69.3577074,71.05252738,72.05049652,72.46351603,72.68420181,72.84853132,72.83792082,72.91532517,73.09266732,73.3005627,73.5510332,73.84923155,74.05574042,74.22571874,74.46385511,74.71081489,75.22630942,76.16235797,76.77553703,77.55736426,77.97513591,78.28324948,78.59902699,78.46595778,77.86224218,77.14544759,76.5541434,76.27651279,76.07007464,76.07628015,76.18733114,76.29929129,76.46409876,76.67710788,77.15988152,77.42857317,77.60387353,77.65803952,77.69360107,77.88401228,78.02872544,78.07005224,77.98452862,77.87402731,77.67912553,77.55632555,77.62652817,77.74748364,78.09428013,78.4460657,78.85707968,79.55082242,80.4979338,81.65058896,81.84673327,82.3063322,82.70314313,83.24731358,83.80382464,84.25771287,84.70204421,84.8857248,85.16047834,85.2459925,85.33594496,85.36814978,85.29948913,85.11849263,84.83377646,84.572963,84.30056152,84.0927109,83.88221732,83.64228886,83.35625786,83.17314455,83.06651655,83.15782251,83.36018673,83.43428582,83.40459434,83.3099916,83.38737289,83.72686062,83.96593042,84.19058256,84.49492666,84.75071807,85.05927572,85.13185335,85.15246485,85.18441911,85.2343616,85.35029214,85.68830294,86.00379168,86.24325737,86.44217486,86.62618015,86.88629821,87.22639601,87.71325878,88.07125643,88.44084708,88.68803256,88.95536449,89.2841264,89.61029636,89.88062361,90.01423342,90.03827923,90.02545143,89.97920808,89.94005963,89.9096779,89.88634052,89.85284289,89.83419306,89.8375932,89.91403984,89.98495992,89.96183826,89.93581982,89.89872399,89.89457571,89.8861767,89.89828432,89.92389884,89.97924747,90.08287546,90.08943276,90.08381285,90.04284418,89.96222932,89.84116955,89.80698584,89.76574892,89.6423656,89.39160837,89.1501544,88.89959182,88.61888094,88.64747911,88.65219585,88.56593434,88.30988527,88.00556647,87.75176232,87.43307653,86.98082638,86.59787827,86.26561315,85.9777854,85.7542555,85.60059394,85.54932814,85.59462934,85.83207863,86.08831794,86.55632954,87.37151928,87.79675311,88.00214929,88.5606965,89.36160205,89.92522602,90.39285209,90.71138633,91.36002257,92.51707637,93.61618283,94.97827947,96.07454077,97.16219452,98.17092977,100,101.3996948,103.0132188,104.4480506,105.8785698,106.8679607,107.3263486,107.4812131,107.5248553,107.5393224,107.605596,107.6300285,107.5892201,107.4422519,106.9725707
8개도,62.96101771,62.86814065,62.83258566,63.1405468,63.49258847,63.79327217,63.92089887,64.00189954,64.11621342,64.19954379,64.34975021,64.47167932,64.4228403,64.310843,64.34526338,64.59584874,64.95123466,65.4176834,65.81101529,66.15352396,66.48319765,66.79135614,67.07607696,67.40936278,67.54579296,67.68513285,67.88389034,68.16948639,68.55527751,68.87011907,69.18784224,69.34159673,69.43016864,69.4576169,69.55677274,69.76143832,69.97820926,70.15041317,70.29951182,70.40803927,70.44257633,70.5667727,70.59000304,70.61426539,70.6492927,70.66774349,70.73456236,70.83732629,70.97113689,71.13821384,71.28944631,71.43577757,71.60713281,72.14228481,72.37290391,72.96242058,73.32914166,73.69826327,74.16791616,74.42151918,74.46650244,74.24999448,74.07702188,74.00941982,74.03781637,74.16660032,74.21947044,74.27779782,74.3088794,74.48028161,74.8298887,75.17918379,75.59395379,75.8654268,76.04587268,76.46806194,76.88426544,77.26609042,77.75103097,78.19395031,78.58962775,78.89290529,79.29800112,79.76853849,80.68914017,81.45670645,82.2562627,83.46481757,85.25417491,87.83049791,88.30648758,89.45022705,90.47096872,91.8273078,93.11616422,94.17578161,95.37087084,96.01786618,96.95271745,97.21838765,97.66018301,97.99413747,98.18417274,98.21716008,98.16482082,98.26127061,98.32034604,98.419844,98.44873845,98.43257143,98.39351569,98.39964376,98.46859067,98.71931406,98.98737836,99.11672784,99.28712719,99.3205093,99.45100582,99.80744798,100.141258,100.4652452,100.8847974,101.1223635,101.365476,101.576008,101.71557,101.8321373,101.9510942,102.0652791,102.2787437,102.5996785,102.8731096,103.1280026,103.3323368,103.5158649,103.7730906,104.0674266,104.2475071,104.4538612,104.5539067,104.7316581,104.9845792,105.1512109,105.318059,105.4076846,105.4143635,105.3787418,105.2886022,105.1882089,105.0610981,104.8756373,104.6894776,104.524172,104.4187712,104.3478265,104.2701649,104.1548741,104.0888382,103.9992756,103.9451678,103.8094933,103.6902282,103.5597585,103.4174505,103.2428154,103.0773941,102.9030037,102.6553777,102.4607236,102.1357366,101.8410718,101.5584589,101.1589207,100.6072942,100.127113,99.65566791,99.0559555,98.60957482,98.14860178,97.75191223,97.2398989,96.77286335,96.41194539,95.99780224,95.4983796,95.03880453,94.58549254,94.1102693,93.64916257,93.22889619,92.94094345,92.73655163,92.63731582,92.58014127,92.59557919,92.64296785,92.60254247,92.57166061,92.91440239,93.39463637,93.73151855,93.98590917,94.18530429,94.58702887,95.69042298,96.4968578,97.11197338,97.65287886,98.28878329,98.95639988,100,100.7999856,101.7845132,102.7203303,103.8309602,104.7560153,105.2708608,105.558172,105.7312403,105.9133467,106.1040568,106.2673223,106.3534976,106.3611946,106.1738675
서울,52.48932542,52.09196415,51.93649254,52.24617569,52.51925569,52.86334663,52.96705797,52.86322313,52.70969538,52.39907866,52.24354951,52.04540804,51.80751586,51.59550639,51.46325189,51.98639325,52.23689812,52.81654271,53.2989582,54.28433671,55.23663595,55.53161514,55.64567848,55.57162707,55.72995896,55.99485281,56.44160611,56.99241106,57.92389342,59.15931163,60.30189562,60.72094247,60.91027751,61.09531024,61.55151002,62.88507443,66.59348911,69.12978962,70.73255893,71.21982777,71.49391587,71.76173139,71.76627039,71.94658496,72.25784274,72.5178699,72.86231492,73.18100245,73.67734046,73.97322401,74.51782501,75.05562697,76.39497971,78.30223795,79.48439125,80.62401109,81.23699796,81.42404967,81.61009084,81.36336231,80.63620806,79.24035749,78.5151889,78.37157976,78.16651245,78.42832542,78.59160564,78.92512779,79.59575007,80.00823163,80.91593197,81.18196106,81.1885079,81.1870926,81.25212424,81.46143108,81.44821111,81.36604336,80.99817859,80.690371,80.30021248,79.9292387,79.72670661,79.57489987,79.4790449,79.5144496,79.62573228,79.84717541,79.9581332,79.96629119,79.99377736,79.90006299,79.77107731,79.69627784,79.59923703,79.49436888,79.34820876,79.2107794,78.99650647,78.79658147,78.45608077,78.01164083,77.588086,76.97589406,76.45565239,75.76953278,75.26431014,74.79675102,74.42002568,73.94435551,73.48170607,73.19712333,73.10726733,73.20760076,73.38011907,73.21826036,72.82957851,72.48405431,72.54989792,72.93420791,73.02219834,72.9996054,73.21236066,73.46226106,73.75041197,73.77644773,73.71261572,73.6605465,73.64103489,73.7257666,74.02118479,74.33628659,74.44145639,74.451906,74.55512277,74.78516403,75.17154486,75.73958615,76.1919759,76.71060997,77.12519171,77.5536747,78.07954767,78.60568545,79.11333524,79.44591279,79.48246228,79.48320245,79.47868732,79.55572251,79.72390741,79.99427453,80.27145139,80.58330768,80.90074162,81.45877623,81.91760422,82.02452048,82.04548796,82.10023727,82.23639893,82.46292937,82.83579575,83.65885068,84.07917365,84.5897962,84.58096017,84.79981381,85.16043895,85.87308495,87.02571033,88.23115362,88.90716192,89.23907362,89.4384495,89.6301889,89.93517471,90.67400716,92.34584174,92.88095717,92.92946749,92.77250852,92.39283284,92.05301027,91.68784784,91.37339024,91.19127437,91.10785555,91.1730793,91.3018848,91.46957963,92.01755937,92.65420276,93.80119768,94.22023947,94.33124556,94.42887014,94.33702371,94.14464523,94.26999696,95.32783617,95.84872691,96.13128974,96.24073117,96.35373,96.62563092,97.00963362,97.65759497,98.1348803,98.55717104,99.03033018,100,100.8116664,101.7399709,102.657125,103.5049153,104.1219087,104.3771723,104.3822122,104.2966941,104.2231777,104.2129401,104.2007588,104.118362,103.8852642,103.4149891
서울 강북지역,51.83509557,51.64851938,51.58544507,51.76142833,51.91158352,52.16814562,52.26751134,52.26037425,52.16275633,51.97304486,51.86730133,51.72558012,51.56933281,51.38528313,51.2513629,51.36206874,51.50964712,51.66965449,51.84697636,51.92360059,52.41157369,52.77655788,52.98415006,53.07293863,53.09214372,53.16518087,53.32641689,53.59996904,53.90402076,54.38234555,54.8435486,55.14637721,55.28406768,55.48411616,55.81498156,56.82267542,59.90973647,63.07074816,65.23114133,65.94660798,66.30064508,66.88087887,67.09375038,67.41088045,67.87136824,68.26356455,68.82774981,69.41640191,70.35202237,70.92118642,71.87238763,72.8051635,75.15293237,78.48010167,80.46440499,82.36381936,83.42607457,83.87094231,84.30788942,84.28228367,83.94467684,82.90118203,82.35140213,81.82704364,81.49751023,81.45507857,81.43418818,81.63518976,82.16309344,82.4850373,83.23970827,83.52572853,83.5430799,83.56195123,83.56652752,83.63167595,83.6127151,83.51666194,83.13035533,82.77279574,82.3928928,82.01842533,81.76465178,81.57371461,81.46052424,81.42466033,81.45732827,81.6083511,81.7111039,81.73719552,81.78572785,81.72674422,81.65057935,81.55201157,81.4516773,81.42461956,81.34069308,81.24922111,81.04172052,80.94287658,80.71313318,80.37737663,79.98055009,79.53974024,79.17444138,78.81156569,78.49825595,78.08983617,77.62794001,77.21319094,76.8592866,76.50367018,76.255481,76.07828481,76.10683524,76.01523899,75.73553194,75.35010117,75.24904512,75.55224954,75.64263778,75.72016359,75.98258234,76.20874929,76.49156117,76.62444689,76.58267291,76.54525983,76.49330296,76.51464045,76.6856654,76.94549777,77.08518013,77.15433184,77.2423919,77.42198185,77.74551997,78.19696,78.54036397,78.94033871,79.34362407,79.7827986,80.34159927,80.92009571,81.45956848,81.75864146,81.80458959,81.85199919,81.87651724,81.93368542,82.02381014,82.16398129,82.35316066,82.60596698,82.83598691,83.2295323,83.6689494,83.83517222,83.89119844,83.91343106,83.98536579,84.14893652,84.47955044,85.06800247,85.58714772,85.98416798,85.99971792,86.13633502,86.36432332,86.69700322,87.23787912,88.04734394,88.70640624,89.00928193,89.2918679,89.62954468,90.02124033,90.74515106,92.08410101,92.68360178,92.84792032,92.77639236,92.51834766,92.29868231,92.03495944,91.79456404,91.6472488,91.55614985,91.58691931,91.71038484,91.89632919,92.35281046,92.8198662,93.34765956,93.67073054,93.89469968,94.1362158,94.22477629,94.15678819,94.25852262,95.32248263,95.92713148,96.2584997,96.40378186,96.54063677,96.82106638,97.16425257,97.85966851,98.31721864,98.71380735,99.13118674,100,100.8254588,101.7690672,102.5596099,103.3330311,103.8869896,104.0603755,104.0172682,103.8978138,103.787634,103.7389218,103.6800322,103.5526992,103.1747203,102.4858523
